,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
ATP-sensitive inward rectifier potassium channel 1,514.0,83.0,435.0,650.0,30.0,770.0,91.0,987.0,250.0,88.0,787.0
Neuropeptides B/W receptor type 1,604.0,612.0,794.0,432.0,0.0,983.0,1.0,939.0,925.0,655.0,861.0
Menin,259.0,235.0,78.0,7.0,961.0,398.0,848.0,721.0,783.0,423.0,275.0
Nuclear receptor ROR-gamma,978.0,863.0,941.0,533.0,33.0,37.0,23.0,355.0,757.0,936.0,643.0
Enteropeptidase,30.0,675.0,848.0,1000.0,4.0,53.0,991.0,864.0,523.0,687.0,790.0
Endothelial PAS domain-containing protein 1,987.0,618.0,8.0,13.0,854.0,362.0,824.0,735.0,201.0,970.0,6.0
Nicotinamide phosphoribosyltransferase,343.0,113.0,798.0,621.0,929.0,909.0,125.0,50.0,663.0,550.0,483.0
Replication protein A 70 kDa DNA-binding subunit,516.0,300.0,455.0,954.0,421.0,265.0,0.0,984.0,43.0,70.0,483.0
DNA topoisomerase I,837.0,916.0,4.0,2.0,143.0,417.0,714.0,877.0,948.0,509.0,608.0
Farnesyl diphosphate synthase,255.0,632.0,642.0,3.0,999.0,949.0,716.0,18.0,966.0,309.0,271.0
Glucagon-like peptide 1 receptor,999.0,292.0,37.0,50.0,2.0,572.0,604.0,954.0,636.0,458.0,376.0
Endothelin receptor ET-B,772.0,927.0,252.0,987.0,999.0,15.0,474.0,0.0,42.0,935.0,750.0
Steroid 5-alpha-reductase 1,966.0,149.0,108.0,86.0,999.0,101.0,480.0,50.0,74.0,671.0,171.0
Vasopressin V2 receptor,2.0,897.0,943.0,788.0,82.0,801.0,889.0,745.0,650.0,906.0,433.0
Somatostatin receptor 5,871.0,169.0,190.0,1.0,189.0,513.0,244.0,928.0,630.0,86.0,345.0
"Histone-lysine N-methyltransferase, H3 lysine-79 specific",616.0,985.0,956.0,632.0,0.0,564.0,16.0,947.0,45.0,156.0,722.0
Transmembrane protease serine 6,260.0,580.0,776.0,538.0,939.0,570.0,870.0,20.0,410.0,835.0,312.0
Bromodomain-containing protein 3,9.0,326.0,130.0,699.0,1000.0,620.0,999.0,51.0,959.0,910.0,223.0
Cysteinyl leukotriene receptor 1,648.0,489.0,560.0,913.0,34.0,121.0,8.0,933.0,81.0,141.0,995.0
Corticotropin releasing factor receptor 1,480.0,154.0,511.0,873.0,219.0,889.0,109.0,680.0,385.0,605.0,674.0
Plasminogen,856.0,211.0,684.0,7.0,809.0,922.0,487.0,289.0,999.0,1.0,467.0
Leukocyte adhesion glycoprotein LFA-1 alpha,927.0,46.0,301.0,47.0,0.0,919.0,178.0,999.0,661.0,241.0,246.0
Somatostatin receptor 2,559.0,484.0,586.0,928.0,687.0,102.0,995.0,9.0,269.0,869.0,294.0
DNA topoisomerase II alpha,394.0,678.0,68.0,163.0,980.0,144.0,986.0,9.0,798.0,918.0,704.0
Angiotensin-converting enzyme,592.0,939.0,929.0,919.0,649.0,171.0,865.0,2.0,841.0,943.0,899.0
Prostanoid EP1 receptor,290.0,439.0,522.0,984.0,313.0,607.0,6.0,937.0,6.0,562.0,427.0
Muscarinic acetylcholine receptor M4,81.0,91.0,989.0,999.0,678.0,500.0,799.0,199.0,235.0,35.0,960.0
Inosine-5'-monophosphate dehydrogenase 1,67.0,276.0,844.0,661.0,910.0,262.0,62.0,972.0,176.0,4.0,677.0
Receptor protein-tyrosine kinase erbB-2,986.0,858.0,580.0,135.0,48.0,460.0,90.0,72.0,635.0,958.0,695.0
TNF-alpha,241.0,870.0,14.0,12.0,1000.0,459.0,968.0,50.0,966.0,508.0,152.0
Phosphodiesterase 5A,22.0,151.0,53.0,333.0,523.0,946.0,944.0,910.0,829.0,327.0,19.0
Histone deacetylase 3,962.0,93.0,41.0,1.0,770.0,338.0,315.0,927.0,174.0,83.0,143.0
Serotonin 2b (5-HT2b) receptor,209.0,600.0,972.0,973.0,68.0,38.0,768.0,263.0,434.0,563.0,897.0
Thromboxane-A synthase,74.0,299.0,963.0,712.0,66.0,909.0,573.0,763.0,851.0,155.0,672.0
Prostanoid EP4 receptor,910.0,758.0,103.0,125.0,59.0,643.0,302.0,801.0,733.0,992.0,272.0
Tyrosine-protein kinase FYN,20.0,43.0,559.0,967.0,546.0,973.0,586.0,998.0,79.0,545.0,111.0
Macrophage colony stimulating factor  receptor,32.0,349.0,617.0,475.0,181.0,869.0,243.0,756.0,800.0,264.0,499.0
Dopamine D5 receptor,961.0,490.0,35.0,54.0,54.0,908.0,25.0,984.0,91.0,936.0,95.0
Somatostatin receptor 4,258.0,690.0,807.0,288.0,999.0,168.0,961.0,31.0,889.0,457.0,323.0
Gonadotropin-releasing hormone receptor,614.0,983.0,721.0,999.0,979.0,61.0,871.0,38.0,552.0,777.0,373.0
Steroid 5-alpha-reductase 2,514.0,625.0,59.0,223.0,1000.0,19.0,1000.0,0.0,261.0,746.0,144.0
Voltage-gated T-type calcium channel alpha-1H subunit,717.0,919.0,321.0,40.0,1.0,708.0,6.0,573.0,940.0,553.0,846.0
Thyroid hormone receptor alpha,915.0,49.0,350.0,783.0,988.0,856.0,218.0,37.0,35.0,384.0,262.0
4-hydroxyphenylpyruvate dioxygenase,296.0,814.0,262.0,944.0,250.0,161.0,877.0,191.0,768.0,122.0,881.0
Tyrosine-protein kinase ABL,0.0,474.0,1000.0,950.0,986.0,733.0,913.0,33.0,983.0,108.0,796.0
Histone deacetylase 6,4.0,514.0,996.0,976.0,356.0,92.0,652.0,918.0,222.0,45.0,613.0
Alpha-2a adrenergic receptor,430.0,964.0,116.0,63.0,866.0,123.0,996.0,33.0,839.0,974.0,240.0
Vascular endothelial growth factor receptor 1,778.0,679.0,836.0,370.0,49.0,619.0,57.0,503.0,798.0,744.0,933.0
Androgen Receptor,1000.0,190.0,830.0,10.0,0.0,751.0,0.0,857.0,58.0,283.0,914.0
Tissue-type plasminogen activator,999.0,270.0,21.0,1.0,56.0,882.0,30.0,988.0,347.0,37.0,143.0
Serotonin 4 (5-HT4) receptor,92.0,470.0,905.0,758.0,19.0,997.0,3.0,337.0,400.0,742.0,990.0
Calcium sensing receptor,995.0,987.0,39.0,409.0,563.0,28.0,899.0,198.0,269.0,999.0,218.0
Prostanoid EP2 receptor,439.0,40.0,858.0,566.0,621.0,465.0,924.0,331.0,189.0,237.0,121.0
Neuronal acetylcholine receptor protein alpha-4 subunit,5.0,379.0,321.0,847.0,662.0,523.0,27.0,999.0,174.0,172.0,298.0
"Potassium channel, inwardly rectifying, subfamily J, member 11",980.0,608.0,37.0,982.0,848.0,13.0,263.0,341.0,38.0,623.0,518.0
Vasopressin V1a receptor,997.0,89.0,77.0,704.0,48.0,564.0,31.0,648.0,24.0,560.0,629.0
Glutamate carboxypeptidase II,0.0,459.0,748.0,986.0,1000.0,201.0,1000.0,412.0,580.0,150.0,383.0
Serotonin 1b (5-HT1b) receptor,998.0,33.0,35.0,1.0,160.0,916.0,34.0,999.0,905.0,37.0,435.0
Serotonin 3a (5-HT3a) receptor,975.0,374.0,616.0,114.0,125.0,806.0,389.0,91.0,726.0,919.0,279.0
Aldose reductase,965.0,894.0,303.0,868.0,514.0,54.0,222.0,119.0,505.0,955.0,437.0
Cholecystokinin A receptor,2.0,802.0,587.0,963.0,274.0,623.0,631.0,991.0,743.0,872.0,415.0
FK506-binding protein 1A,1000.0,929.0,11.0,10.0,245.0,37.0,741.0,652.0,373.0,959.0,109.0
GABA transporter 1,9.0,210.0,726.0,527.0,1000.0,756.0,999.0,6.0,317.0,375.0,239.0
Glutamate [NMDA] receptor subunit epsilon 2,590.0,492.0,790.0,170.0,0.0,549.0,356.0,339.0,913.0,411.0,901.0
Serine/threonine-protein kinase RAF,0.0,51.0,992.0,999.0,923.0,592.0,976.0,906.0,207.0,58.0,91.0
Aminopeptidase N,968.0,953.0,337.0,282.0,0.0,703.0,23.0,999.0,212.0,806.0,747.0
Cytochrome P450 11B1,878.0,625.0,903.0,260.0,356.0,357.0,135.0,61.0,501.0,89.0,913.0
Mitogen-activated protein kinase kinase kinase 12,289.0,850.0,918.0,767.0,101.0,888.0,53.0,162.0,990.0,315.0,863.0
Platelet-derived growth factor receptor beta,0.0,161.0,832.0,993.0,1000.0,847.0,996.0,282.0,6.0,350.0,201.0
Butyrylcholinesterase,987.0,296.0,72.0,0.0,957.0,832.0,923.0,14.0,954.0,386.0,488.0
Alpha-2c adrenergic receptor,1000.0,944.0,179.0,341.0,121.0,6.0,165.0,135.0,204.0,989.0,530.0
Somatostatin receptor 1,999.0,904.0,241.0,265.0,212.0,152.0,71.0,85.0,159.0,666.0,822.0
Voltage-gated calcium channel alpha2/delta subunit 1,145.0,377.0,835.0,974.0,958.0,61.0,671.0,737.0,246.0,295.0,844.0
Vasopressin V1b receptor,160.0,6.0,973.0,867.0,41.0,729.0,729.0,835.0,388.0,3.0,864.0
Protoporphyrinogen oxidase,0.0,12.0,515.0,878.0,932.0,988.0,702.0,762.0,855.0,57.0,157.0
Xanthine dehydrogenase,976.0,974.0,148.0,1.0,837.0,603.0,916.0,3.0,941.0,988.0,82.0
Aldehyde dehydrogenase,995.0,117.0,18.0,35.0,411.0,629.0,979.0,69.0,860.0,848.0,429.0
Stem cell growth factor receptor,201.0,803.0,715.0,33.0,769.0,600.0,750.0,617.0,874.0,469.0,110.0
Histone deacetylase 2,0.0,945.0,958.0,1000.0,1000.0,18.0,910.0,119.0,88.0,466.0,640.0
Lysine-specific demethylase 2A,73.0,275.0,888.0,968.0,251.0,492.0,156.0,991.0,165.0,397.0,860.0
Histamine H2 receptor,937.0,15.0,111.0,28.0,76.0,914.0,64.0,994.0,668.0,173.0,705.0
Alpha-2b adrenergic receptor,994.0,354.0,76.0,191.0,561.0,393.0,4.0,718.0,124.0,266.0,345.0
Neprilysin,88.0,290.0,56.0,363.0,998.0,912.0,55.0,488.0,416.0,358.0,486.0
Melatonin receptor 1A,45.0,291.0,673.0,900.0,4.0,464.0,506.0,992.0,329.0,726.0,207.0
Melatonin receptor 1B,11.0,559.0,293.0,90.0,989.0,836.0,1000.0,75.0,948.0,143.0,78.0
Thyroid hormone receptor beta-1,432.0,504.0,539.0,255.0,428.0,587.0,935.0,341.0,824.0,791.0,80.0
Cyclophilin A,993.0,337.0,963.0,735.0,1.0,853.0,38.0,563.0,88.0,791.0,892.0
Monoamine oxidase A,343.0,985.0,929.0,872.0,239.0,129.0,592.0,0.0,483.0,956.0,944.0
Thymidylate synthase,30.0,981.0,766.0,991.0,1000.0,14.0,207.0,20.0,168.0,639.0,672.0
Vascular endothelial growth factor receptor 3,764.0,111.0,665.0,180.0,291.0,967.0,589.0,287.0,963.0,283.0,653.0
Insulin-like growth factor I receptor,984.0,383.0,273.0,4.0,57.0,338.0,415.0,993.0,901.0,112.0,322.0
Dihydroorotate dehydrogenase,0.0,755.0,230.0,998.0,1000.0,16.0,1000.0,220.0,21.0,975.0,36.0
Epoxide hydrolase 1,316.0,101.0,513.0,389.0,4.0,663.0,1.0,1000.0,171.0,2.0,449.0
Sulfonylurea receptor 2,783.0,133.0,233.0,57.0,17.0,995.0,616.0,740.0,765.0,385.0,762.0
Tyrosine-protein kinase receptor FLT3,238.0,317.0,385.0,910.0,1000.0,10.0,963.0,0.0,46.0,460.0,201.0
Vitamin D receptor,1000.0,972.0,70.0,676.0,276.0,3.0,74.0,269.0,104.0,860.0,791.0
Cytochrome P450 19A1,977.0,918.0,919.0,401.0,2.0,239.0,167.0,305.0,825.0,969.0,932.0
Sodium channel protein type V alpha subunit,811.0,238.0,526.0,65.0,12.0,916.0,631.0,961.0,988.0,254.0,597.0
Insulin receptor,980.0,379.0,63.0,85.0,183.0,322.0,7.0,984.0,102.0,222.0,417.0
Serotonin 1d (5-HT1d) receptor,988.0,793.0,175.0,461.0,6.0,89.0,357.0,383.0,466.0,845.0,796.0
Glucagon receptor,21.0,176.0,684.0,97.0,827.0,990.0,471.0,949.0,914.0,49.0,456.0
Inhibitor of nuclear factor kappa B kinase beta subunit,81.0,140.0,286.0,984.0,37.0,805.0,272.0,958.0,246.0,913.0,470.0
DNA (cytosine-5)-methyltransferase 1,233.0,206.0,341.0,62.0,980.0,384.0,955.0,853.0,723.0,204.0,71.0
Mineralocorticoid receptor,410.0,524.0,266.0,917.0,630.0,793.0,12.0,447.0,111.0,540.0,510.0
Prostanoid IP receptor,91.0,338.0,576.0,406.0,845.0,705.0,980.0,110.0,886.0,368.0,139.0
Equilibrative nucleoside transporter 1,1000.0,934.0,419.0,34.0,0.0,210.0,4.0,961.0,617.0,353.0,988.0
Plasma kallikrein,0.0,919.0,959.0,996.0,883.0,696.0,957.0,3.0,929.0,929.0,627.0
Purinergic receptor P2Y12,11.0,402.0,938.0,308.0,922.0,974.0,814.0,33.0,895.0,87.0,602.0
Inosine-5'-monophosphate dehydrogenase 2,965.0,614.0,228.0,780.0,985.0,24.0,732.0,30.0,14.0,645.0,162.0
Retinoic acid receptor gamma,686.0,621.0,544.0,816.0,970.0,25.0,853.0,111.0,282.0,918.0,715.0
Platelet-derived growth factor receptor alpha,973.0,786.0,961.0,227.0,28.0,580.0,317.0,818.0,553.0,654.0,406.0
Isocitrate dehydrogenase [NADP] cytoplasmic,65.0,204.0,583.0,380.0,689.0,951.0,222.0,752.0,867.0,81.0,659.0
Retinoic acid receptor beta,352.0,577.0,155.0,932.0,30.0,623.0,26.0,993.0,208.0,778.0,170.0
C-X-C chemokine receptor type 7,153.0,591.0,425.0,400.0,622.0,390.0,955.0,903.0,757.0,549.0,55.0
Nociceptin receptor,51.0,210.0,995.0,815.0,76.0,748.0,926.0,125.0,981.0,737.0,690.0
Coagulation factor IX,642.0,323.0,258.0,177.0,462.0,924.0,147.0,579.0,202.0,616.0,759.0
Dihydrofolate reductase,988.0,979.0,70.0,191.0,988.0,63.0,385.0,0.0,323.0,763.0,827.0
Niemann-Pick C1-like protein 1,95.0,198.0,83.0,753.0,990.0,79.0,864.0,501.0,94.0,187.0,502.0
Somatostatin receptor 3,523.0,79.0,835.0,275.0,4.0,315.0,551.0,972.0,866.0,4.0,932.0
Epidermal growth factor receptor erbB1,980.0,943.0,585.0,712.0,339.0,30.0,426.0,108.0,653.0,655.0,661.0
Glucocorticoid receptor,768.0,907.0,805.0,554.0,10.0,523.0,937.0,439.0,373.0,994.0,225.0
Muscarinic acetylcholine receptor M5,15.0,242.0,323.0,923.0,972.0,846.0,735.0,860.0,209.0,209.0,156.0
Monoamine oxidase B,536.0,265.0,119.0,802.0,802.0,485.0,952.0,877.0,79.0,955.0,25.0
Thrombin,725.0,505.0,527.0,43.0,6.0,671.0,34.0,983.0,894.0,267.0,852.0
Tyrosine-protein kinase receptor RET,986.0,772.0,49.0,8.0,1000.0,486.0,49.0,20.0,100.0,535.0,305.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",919.0,814.0,98.0,0.0,330.0,884.0,114.0,559.0,888.0,949.0,372.0
Bile acid receptor FXR,24.0,91.0,863.0,653.0,227.0,749.0,541.0,542.0,430.0,20.0,833.0
Oxytocin receptor,15.0,12.0,772.0,381.0,474.0,95.0,930.0,837.0,834.0,2.0,595.0
Carbonic anhydrase II,193.0,870.0,701.0,838.0,6.0,827.0,151.0,756.0,715.0,964.0,725.0
Peptidyl-prolyl cis-trans isomerase FKBP5,953.0,118.0,226.0,106.0,176.0,961.0,344.0,965.0,727.0,410.0,211.0
Retinoic acid receptor alpha,158.0,738.0,993.0,981.0,968.0,242.0,982.0,3.0,135.0,716.0,376.0
Dopamine D1 receptor,904.0,41.0,37.0,6.0,434.0,973.0,49.0,991.0,833.0,72.0,296.0
Estrogen receptor alpha,949.0,116.0,558.0,704.0,43.0,724.0,62.0,967.0,367.0,607.0,798.0
Retinoid X receptor alpha,0.0,869.0,839.0,984.0,855.0,547.0,949.0,769.0,742.0,96.0,420.0
Ceramide glucosyltransferase,342.0,380.0,213.0,901.0,946.0,354.0,979.0,57.0,468.0,816.0,422.0
Ephrin type-A receptor 2,210.0,447.0,229.0,813.0,994.0,476.0,354.0,118.0,422.0,804.0,502.0
Thromboxane A2 receptor,778.0,396.0,883.0,969.0,2.0,774.0,126.0,147.0,704.0,382.0,844.0
Sodium channel protein type IV alpha subunit,932.0,583.0,308.0,112.0,45.0,744.0,377.0,927.0,785.0,921.0,237.0
Tyrosine-protein kinase YES,296.0,850.0,315.0,548.0,996.0,120.0,976.0,272.0,165.0,635.0,64.0
Progesterone receptor,104.0,512.0,329.0,75.0,1000.0,88.0,999.0,104.0,852.0,768.0,46.0
Fatty acid binding protein adipocyte,783.0,253.0,983.0,991.0,112.0,38.0,44.0,269.0,42.0,470.0,913.0
Macrophage migration inhibitory factor,990.0,301.0,132.0,561.0,289.0,18.0,15.0,636.0,8.0,63.0,675.0
Trypsin I,37.0,353.0,160.0,19.0,15.0,996.0,383.0,1000.0,999.0,367.0,350.0
Beta-2 adrenergic receptor,978.0,805.0,262.0,2.0,103.0,149.0,3.0,616.0,130.0,28.0,632.0
C-X-C chemokine receptor type 4,927.0,275.0,580.0,212.0,102.0,685.0,332.0,895.0,531.0,259.0,666.0
Cyclin T1,332.0,943.0,33.0,930.0,866.0,524.0,218.0,316.0,25.0,988.0,467.0
Muscarinic acetylcholine receptor M2,1.0,505.0,158.0,623.0,1000.0,609.0,999.0,33.0,545.0,983.0,26.0
Beta-1 adrenergic receptor,96.0,931.0,988.0,923.0,1000.0,260.0,1000.0,0.0,888.0,170.0,775.0
Serotonin 1a (5-HT1a) receptor,988.0,23.0,998.0,208.0,0.0,734.0,3.0,564.0,679.0,8.0,977.0
Kynurenine 3-monooxygenase,523.0,722.0,836.0,424.0,351.0,634.0,267.0,786.0,880.0,242.0,801.0
"Glutaminase kidney isoform, mitochondrial",51.0,527.0,524.0,71.0,697.0,324.0,209.0,729.0,803.0,88.0,280.0
Serine/threonine-protein kinase PIM1,530.0,141.0,948.0,967.0,5.0,361.0,108.0,811.0,232.0,126.0,850.0
Tyrosine-protein kinase JAK3,883.0,584.0,10.0,354.0,560.0,555.0,225.0,866.0,156.0,844.0,353.0
Arachidonate 5-lipoxygenase,342.0,467.0,468.0,987.0,42.0,777.0,278.0,270.0,111.0,506.0,671.0
ATPase family AAA domain-containing protein 2,165.0,951.0,684.0,953.0,1000.0,6.0,928.0,0.0,160.0,967.0,814.0
Muscarinic acetylcholine receptor M1,117.0,282.0,160.0,320.0,143.0,791.0,75.0,985.0,882.0,353.0,343.0
Tyrosyl-DNA phosphodiesterase 2,798.0,597.0,846.0,143.0,6.0,371.0,7.0,898.0,760.0,231.0,744.0
Dopamine D2 receptor,971.0,301.0,70.0,228.0,10.0,756.0,765.0,988.0,626.0,939.0,286.0
Beta-glucocerebrosidase,585.0,798.0,479.0,176.0,999.0,582.0,999.0,1.0,869.0,888.0,413.0
Cannabinoid CB1 receptor,997.0,568.0,120.0,226.0,986.0,204.0,500.0,45.0,67.0,926.0,141.0
Serine/threonine-protein kinase Aurora-B,4.0,601.0,882.0,135.0,922.0,847.0,327.0,266.0,657.0,142.0,657.0
Histone-lysine N-methyltransferase EZH2,2.0,310.0,867.0,997.0,40.0,509.0,427.0,926.0,900.0,119.0,819.0
Dopamine D4 receptor,1000.0,845.0,0.0,99.0,948.0,219.0,728.0,18.0,500.0,993.0,222.0
Acetylcholinesterase,998.0,854.0,527.0,412.0,0.0,239.0,0.0,836.0,34.0,528.0,714.0
Motilin receptor,202.0,250.0,759.0,947.0,924.0,452.0,996.0,84.0,389.0,687.0,368.0
MAP kinase-activated protein kinase 2,997.0,142.0,180.0,4.0,62.0,702.0,1.0,973.0,268.0,69.0,463.0
Cyclooxygenase-1,3.0,168.0,837.0,989.0,466.0,48.0,672.0,816.0,67.0,389.0,738.0
Norepinephrine transporter,669.0,641.0,973.0,838.0,1000.0,20.0,983.0,0.0,406.0,408.0,506.0
Alpha-1d adrenergic receptor,335.0,867.0,51.0,3.0,196.0,952.0,838.0,966.0,998.0,295.0,286.0
Serotonin 2a (5-HT2a) receptor,0.0,166.0,989.0,938.0,936.0,973.0,952.0,166.0,464.0,207.0,470.0
Anandamide amidohydrolase,800.0,281.0,72.0,368.0,42.0,724.0,10.0,996.0,617.0,339.0,666.0
Aldehyde reductase,47.0,996.0,808.0,646.0,83.0,101.0,465.0,624.0,784.0,940.0,623.0
Serotonin 2c (5-HT2c) receptor,771.0,515.0,740.0,519.0,265.0,418.0,68.0,857.0,80.0,77.0,744.0
Tyrosine-protein kinase BLK,27.0,145.0,653.0,996.0,946.0,409.0,890.0,375.0,161.0,510.0,566.0
Dipeptidyl peptidase I,987.0,856.0,34.0,68.0,972.0,169.0,757.0,8.0,693.0,785.0,47.0
Adenosine A1 receptor,953.0,694.0,167.0,307.0,174.0,442.0,279.0,128.0,708.0,966.0,842.0
Acyl coenzyme A:cholesterol acyltransferase,26.0,902.0,966.0,999.0,957.0,25.0,447.0,19.0,49.0,532.0,926.0
Type-1 angiotensin II receptor,162.0,21.0,308.0,149.0,78.0,972.0,741.0,1000.0,653.0,261.0,15.0
Sphingosine 1-phosphate receptor Edg-8,994.0,290.0,440.0,345.0,74.0,578.0,79.0,283.0,270.0,713.0,721.0
c-Jun N-terminal kinase 1,445.0,849.0,147.0,388.0,998.0,689.0,984.0,0.0,996.0,453.0,655.0
Serotonin transporter,999.0,627.0,835.0,6.0,2.0,649.0,398.0,919.0,585.0,582.0,305.0
ADAMTS5,48.0,19.0,692.0,172.0,0.0,979.0,199.0,998.0,692.0,106.0,354.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,962.0,443.0,352.0,204.0,0.0,756.0,0.0,997.0,290.0,796.0,576.0
Alpha-1a adrenergic receptor,26.0,721.0,45.0,409.0,653.0,340.0,926.0,989.0,422.0,186.0,21.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,2.0,280.0,424.0,697.0,937.0,815.0,845.0,552.0,898.0,87.0,194.0
Cyclooxygenase-2,2.0,770.0,367.0,999.0,1000.0,33.0,996.0,160.0,364.0,79.0,845.0
Voltage-gated potassium channel subunit Kv1.1,57.0,361.0,730.0,1000.0,999.0,306.0,359.0,1.0,11.0,942.0,618.0
Histamine H1 receptor,1000.0,453.0,937.0,321.0,2.0,46.0,270.0,472.0,695.0,224.0,827.0
ADAMTS4,927.0,831.0,265.0,0.0,35.0,721.0,983.0,392.0,997.0,909.0,732.0
Alpha-1b adrenergic receptor,972.0,645.0,804.0,739.0,459.0,182.0,113.0,82.0,267.0,957.0,767.0
Potassium channel subfamily K member 3,160.0,840.0,954.0,419.0,945.0,211.0,958.0,17.0,702.0,663.0,700.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",166.0,906.0,141.0,883.0,11.0,393.0,46.0,998.0,112.0,950.0,339.0
Carbonic anhydrase VII,758.0,205.0,523.0,120.0,0.0,902.0,407.0,978.0,758.0,347.0,431.0
Neurokinin 2 receptor,595.0,649.0,950.0,3.0,69.0,941.0,55.0,723.0,871.0,7.0,725.0
Mu opioid receptor,976.0,244.0,41.0,65.0,943.0,142.0,955.0,470.0,201.0,589.0,194.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",525.0,680.0,2.0,53.0,976.0,534.0,410.0,187.0,603.0,847.0,240.0
Caspase-3,816.0,59.0,94.0,757.0,29.0,723.0,3.0,994.0,16.0,397.0,203.0
Lysosomal Pro-X carboxypeptidase,954.0,816.0,420.0,74.0,0.0,588.0,11.0,883.0,775.0,936.0,624.0
Glycine transporter 1,0.0,665.0,992.0,983.0,895.0,878.0,911.0,240.0,724.0,476.0,602.0
Dopamine D3 receptor,438.0,988.0,558.0,952.0,999.0,24.0,964.0,0.0,76.0,375.0,382.0
Serine/threonine-protein kinase Sgk1,668.0,50.0,940.0,418.0,319.0,670.0,622.0,581.0,799.0,10.0,902.0
Ribosomal protein S6 kinase alpha 3,586.0,18.0,624.0,162.0,20.0,991.0,878.0,930.0,959.0,523.0,356.0
Peroxisome proliferator-activated receptor gamma,422.0,54.0,64.0,404.0,152.0,943.0,613.0,999.0,565.0,313.0,122.0
Delta opioid receptor,0.0,255.0,865.0,654.0,562.0,533.0,746.0,981.0,735.0,330.0,599.0
Hypoxanthine-guanine phosphoribosyltransferase,979.0,250.0,28.0,36.0,1000.0,235.0,868.0,4.0,112.0,507.0,207.0
Kappa opioid receptor,88.0,455.0,981.0,1000.0,979.0,17.0,889.0,1.0,29.0,339.0,884.0
C5a anaphylatoxin chemotactic receptor,2.0,255.0,927.0,998.0,979.0,651.0,553.0,213.0,613.0,641.0,714.0
Dual specificity phosphatase Cdc25C,973.0,571.0,36.0,259.0,980.0,17.0,793.0,61.0,230.0,141.0,248.0
Dopamine transporter,851.0,566.0,980.0,24.0,718.0,174.0,967.0,39.0,830.0,367.0,345.0
Peroxisome proliferator-activated receptor alpha,991.0,474.0,197.0,798.0,92.0,356.0,1.0,879.0,57.0,699.0,677.0
HERG,992.0,12.0,119.0,193.0,0.0,693.0,3.0,1000.0,383.0,666.0,650.0
Epoxide hydratase,0.0,625.0,407.0,987.0,93.0,858.0,226.0,618.0,366.0,364.0,929.0
Phosphodiesterase 3A,47.0,990.0,13.0,0.0,1000.0,557.0,884.0,102.0,869.0,124.0,44.0
