,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Receptor protein-tyrosine kinase erbB-2,387.0,236.0,907.0,344.0,842.0,13.0,154.0,39.0,29.0,928.0,50.0
TNF-alpha,425.0,402.0,202.0,64.0,676.0,594.0,832.0,222.0,207.0,692.0,430.0
Phosphodiesterase 5A,345.0,331.0,781.0,819.0,254.0,372.0,855.0,903.0,269.0,359.0,866.0
Histone deacetylase 3,634.0,411.0,973.0,790.0,896.0,123.0,59.0,45.0,619.0,344.0,8.0
Serotonin 2b (5-HT2b) receptor,427.0,869.0,443.0,909.0,159.0,983.0,939.0,618.0,731.0,746.0,977.0
Thromboxane-A synthase,425.0,329.0,392.0,654.0,680.0,246.0,49.0,887.0,832.0,91.0,71.0
Prostanoid EP4 receptor,972.0,98.0,623.0,675.0,426.0,23.0,389.0,926.0,5.0,384.0,303.0
Tyrosine-protein kinase FYN,137.0,894.0,476.0,135.0,305.0,826.0,388.0,326.0,980.0,246.0,210.0
Macrophage colony stimulating factor  receptor,947.0,114.0,276.0,5.0,884.0,18.0,838.0,102.0,115.0,954.0,283.0
Dopamine D5 receptor,890.0,957.0,208.0,330.0,22.0,997.0,986.0,407.0,902.0,387.0,801.0
Somatostatin receptor 4,63.0,577.0,527.0,847.0,82.0,966.0,611.0,859.0,736.0,686.0,963.0
Gonadotropin-releasing hormone receptor,403.0,687.0,109.0,829.0,780.0,506.0,92.0,591.0,813.0,183.0,785.0
Steroid 5-alpha-reductase 2,397.0,444.0,928.0,325.0,910.0,50.0,359.0,381.0,31.0,534.0,128.0
Voltage-gated T-type calcium channel alpha-1H subunit,764.0,471.0,888.0,517.0,371.0,886.0,912.0,364.0,360.0,604.0,447.0
Thyroid hormone receptor alpha,468.0,509.0,425.0,625.0,368.0,460.0,191.0,670.0,671.0,144.0,154.0
4-hydroxyphenylpyruvate dioxygenase,303.0,55.0,120.0,251.0,180.0,602.0,7.0,914.0,645.0,183.0,529.0
Tyrosine-protein kinase ABL,478.0,275.0,521.0,483.0,746.0,21.0,613.0,181.0,306.0,768.0,713.0
Histone deacetylase 6,130.0,301.0,967.0,695.0,642.0,203.0,803.0,24.0,774.0,810.0,18.0
Alpha-2a adrenergic receptor,517.0,967.0,194.0,552.0,651.0,767.0,837.0,759.0,224.0,722.0,952.0
Vascular endothelial growth factor receptor 1,10.0,596.0,697.0,363.0,936.0,662.0,126.0,172.0,72.0,982.0,436.0
Androgen Receptor,926.0,514.0,55.0,452.0,65.0,715.0,61.0,884.0,894.0,55.0,284.0
Tissue-type plasminogen activator,680.0,408.0,589.0,899.0,82.0,826.0,249.0,426.0,993.0,19.0,265.0
Serotonin 4 (5-HT4) receptor,213.0,70.0,647.0,763.0,367.0,130.0,917.0,250.0,531.0,738.0,831.0
Calcium sensing receptor,421.0,899.0,757.0,903.0,379.0,658.0,973.0,529.0,266.0,746.0,986.0
Prostanoid EP2 receptor,934.0,317.0,255.0,66.0,679.0,155.0,288.0,597.0,185.0,486.0,260.0
Neuronal acetylcholine receptor protein alpha-4 subunit,776.0,984.0,311.0,3.0,754.0,914.0,753.0,570.0,209.0,571.0,48.0
"Potassium channel, inwardly rectifying, subfamily J, member 11",168.0,303.0,473.0,927.0,804.0,507.0,22.0,663.0,746.0,574.0,232.0
Vasopressin V1a receptor,783.0,340.0,674.0,946.0,14.0,890.0,989.0,705.0,955.0,183.0,961.0
Glutamate carboxypeptidase II,745.0,310.0,48.0,30.0,809.0,334.0,20.0,140.0,864.0,326.0,72.0
Serotonin 1b (5-HT1b) receptor,888.0,74.0,75.0,871.0,89.0,440.0,797.0,993.0,573.0,97.0,997.0
Serotonin 3a (5-HT3a) receptor,32.0,922.0,951.0,733.0,995.0,475.0,69.0,49.0,48.0,840.0,367.0
Aldose reductase,578.0,280.0,92.0,366.0,834.0,393.0,473.0,349.0,694.0,350.0,644.0
Cholecystokinin A receptor,28.0,298.0,772.0,951.0,483.0,478.0,24.0,950.0,242.0,724.0,88.0
FK506-binding protein 1A,802.0,623.0,635.0,34.0,165.0,519.0,925.0,114.0,708.0,819.0,462.0
GABA transporter 1,357.0,693.0,652.0,542.0,196.0,710.0,502.0,848.0,224.0,604.0,226.0
Glutamate [NMDA] receptor subunit epsilon 2,173.0,381.0,692.0,262.0,827.0,70.0,655.0,32.0,230.0,779.0,263.0
Serine/threonine-protein kinase RAF,683.0,787.0,632.0,397.0,573.0,451.0,248.0,171.0,798.0,380.0,98.0
Aminopeptidase N,942.0,688.0,649.0,871.0,223.0,865.0,515.0,539.0,728.0,43.0,760.0
Cytochrome P450 11B1,706.0,605.0,693.0,10.0,522.0,699.0,961.0,104.0,381.0,747.0,139.0
Mitogen-activated protein kinase kinase kinase 12,764.0,526.0,323.0,873.0,609.0,434.0,445.0,865.0,459.0,88.0,589.0
Platelet-derived growth factor receptor beta,49.0,711.0,366.0,635.0,873.0,245.0,232.0,603.0,146.0,804.0,923.0
Butyrylcholinesterase,741.0,836.0,827.0,206.0,678.0,857.0,829.0,155.0,285.0,931.0,734.0
Alpha-2c adrenergic receptor,875.0,63.0,456.0,961.0,218.0,429.0,771.0,736.0,643.0,236.0,980.0
Somatostatin receptor 1,816.0,757.0,603.0,96.0,12.0,876.0,995.0,410.0,947.0,688.0,815.0
Voltage-gated calcium channel alpha2/delta subunit 1,668.0,307.0,723.0,590.0,431.0,122.0,772.0,403.0,209.0,650.0,555.0
Vasopressin V1b receptor,55.0,268.0,565.0,843.0,796.0,169.0,7.0,749.0,546.0,291.0,15.0
Protoporphyrinogen oxidase,928.0,754.0,84.0,33.0,259.0,526.0,895.0,447.0,322.0,531.0,819.0
Xanthine dehydrogenase,477.0,759.0,7.0,236.0,430.0,133.0,18.0,777.0,449.0,282.0,360.0
Aldehyde dehydrogenase,173.0,86.0,749.0,913.0,762.0,929.0,858.0,504.0,600.0,516.0,758.0
Stem cell growth factor receptor,415.0,721.0,882.0,457.0,513.0,687.0,55.0,698.0,828.0,568.0,105.0
Histone deacetylase 2,398.0,768.0,792.0,685.0,642.0,745.0,566.0,519.0,272.0,614.0,330.0
Lysine-specific demethylase 2A,555.0,635.0,570.0,41.0,403.0,351.0,850.0,61.0,152.0,846.0,176.0
Histamine H2 receptor,744.0,24.0,826.0,958.0,279.0,16.0,280.0,809.0,551.0,98.0,363.0
Alpha-2b adrenergic receptor,343.0,604.0,571.0,558.0,275.0,907.0,918.0,563.0,614.0,539.0,973.0
Neprilysin,209.0,667.0,808.0,458.0,945.0,68.0,34.0,114.0,55.0,932.0,85.0
Melatonin receptor 1A,944.0,823.0,31.0,426.0,181.0,636.0,748.0,833.0,879.0,84.0,976.0
Melatonin receptor 1B,268.0,738.0,280.0,810.0,752.0,973.0,713.0,141.0,773.0,326.0,950.0
Thyroid hormone receptor beta-1,636.0,7.0,893.0,754.0,75.0,160.0,968.0,487.0,696.0,587.0,468.0
Cyclophilin A,832.0,963.0,728.0,5.0,624.0,791.0,391.0,788.0,116.0,601.0,32.0
Monoamine oxidase A,742.0,65.0,403.0,427.0,178.0,87.0,976.0,300.0,886.0,523.0,875.0
Thymidylate synthase,265.0,436.0,585.0,693.0,619.0,49.0,539.0,219.0,254.0,876.0,188.0
Vascular endothelial growth factor receptor 3,227.0,913.0,646.0,162.0,652.0,953.0,458.0,346.0,303.0,794.0,553.0
Insulin-like growth factor I receptor,959.0,448.0,546.0,353.0,435.0,219.0,754.0,734.0,703.0,78.0,421.0
Dihydroorotate dehydrogenase,76.0,580.0,81.0,297.0,726.0,803.0,240.0,682.0,137.0,794.0,847.0
Epoxide hydrolase 1,38.0,468.0,636.0,968.0,422.0,910.0,152.0,555.0,847.0,664.0,674.0
Sulfonylurea receptor 2,908.0,708.0,521.0,516.0,883.0,214.0,696.0,120.0,718.0,489.0,490.0
Tyrosine-protein kinase receptor FLT3,207.0,46.0,896.0,426.0,883.0,33.0,299.0,216.0,120.0,579.0,2.0
Vitamin D receptor,105.0,316.0,694.0,710.0,571.0,801.0,198.0,928.0,591.0,186.0,196.0
Cytochrome P450 19A1,935.0,445.0,267.0,548.0,586.0,72.0,233.0,561.0,446.0,458.0,276.0
Sodium channel protein type V alpha subunit,907.0,872.0,148.0,605.0,31.0,844.0,954.0,527.0,895.0,188.0,977.0
Insulin receptor,318.0,737.0,474.0,381.0,111.0,803.0,252.0,896.0,193.0,524.0,239.0
Serotonin 1d (5-HT1d) receptor,373.0,423.0,592.0,29.0,889.0,648.0,6.0,693.0,36.0,245.0,10.0
Glucagon receptor,332.0,261.0,738.0,834.0,217.0,73.0,796.0,248.0,721.0,696.0,529.0
Inhibitor of nuclear factor kappa B kinase beta subunit,281.0,618.0,139.0,572.0,502.0,656.0,653.0,342.0,890.0,758.0,973.0
DNA (cytosine-5)-methyltransferase 1,286.0,565.0,759.0,107.0,781.0,139.0,268.0,51.0,181.0,887.0,463.0
Mineralocorticoid receptor,930.0,649.0,277.0,58.0,646.0,364.0,691.0,128.0,256.0,806.0,525.0
Prostanoid IP receptor,622.0,141.0,679.0,925.0,532.0,304.0,896.0,444.0,689.0,319.0,973.0
Equilibrative nucleoside transporter 1,610.0,798.0,822.0,679.0,420.0,577.0,358.0,720.0,225.0,413.0,157.0
Plasma kallikrein,652.0,291.0,160.0,964.0,67.0,965.0,872.0,983.0,788.0,59.0,996.0
Purinergic receptor P2Y12,614.0,89.0,692.0,509.0,284.0,174.0,72.0,579.0,785.0,141.0,23.0
Inosine-5'-monophosphate dehydrogenase 2,532.0,955.0,825.0,503.0,598.0,772.0,862.0,192.0,176.0,800.0,829.0
Retinoic acid receptor gamma,148.0,278.0,497.0,234.0,909.0,461.0,87.0,365.0,403.0,576.0,106.0
Platelet-derived growth factor receptor alpha,915.0,812.0,412.0,32.0,133.0,647.0,990.0,45.0,946.0,700.0,430.0
Isocitrate dehydrogenase [NADP] cytoplasmic,383.0,848.0,386.0,973.0,38.0,976.0,900.0,721.0,979.0,459.0,873.0
Retinoic acid receptor beta,300.0,512.0,745.0,513.0,827.0,169.0,297.0,895.0,9.0,474.0,406.0
C-X-C chemokine receptor type 7,304.0,335.0,135.0,428.0,828.0,134.0,497.0,276.0,589.0,644.0,853.0
Nociceptin receptor,382.0,103.0,30.0,820.0,149.0,975.0,247.0,843.0,964.0,197.0,958.0
Coagulation factor IX,852.0,360.0,671.0,485.0,848.0,46.0,961.0,114.0,181.0,856.0,763.0
Dihydrofolate reductase,832.0,427.0,838.0,801.0,435.0,489.0,347.0,261.0,957.0,84.0,88.0
Niemann-Pick C1-like protein 1,749.0,280.0,431.0,69.0,461.0,647.0,258.0,957.0,292.0,501.0,836.0
Somatostatin receptor 3,384.0,678.0,30.0,474.0,223.0,848.0,417.0,581.0,443.0,356.0,711.0
Epidermal growth factor receptor erbB1,302.0,771.0,964.0,559.0,566.0,519.0,349.0,368.0,178.0,187.0,44.0
Glucocorticoid receptor,483.0,592.0,138.0,395.0,871.0,224.0,413.0,401.0,434.0,747.0,210.0
Muscarinic acetylcholine receptor M5,56.0,549.0,945.0,727.0,265.0,753.0,956.0,191.0,523.0,782.0,754.0
Monoamine oxidase B,703.0,258.0,340.0,802.0,362.0,304.0,298.0,594.0,623.0,329.0,415.0
Thrombin,409.0,599.0,593.0,431.0,117.0,862.0,178.0,936.0,594.0,143.0,390.0
Tyrosine-protein kinase receptor RET,314.0,794.0,111.0,483.0,518.0,799.0,332.0,833.0,525.0,589.0,867.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",195.0,751.0,643.0,376.0,882.0,185.0,244.0,154.0,212.0,671.0,373.0
Bile acid receptor FXR,874.0,686.0,896.0,575.0,674.0,577.0,492.0,117.0,710.0,568.0,49.0
Oxytocin receptor,228.0,439.0,106.0,164.0,707.0,604.0,13.0,983.0,262.0,717.0,140.0
Carbonic anhydrase II,544.0,53.0,787.0,914.0,659.0,214.0,974.0,218.0,460.0,484.0,961.0
Peptidyl-prolyl cis-trans isomerase FKBP5,490.0,434.0,656.0,342.0,873.0,563.0,73.0,761.0,394.0,62.0,572.0
Retinoic acid receptor alpha,158.0,195.0,412.0,129.0,599.0,18.0,42.0,25.0,177.0,950.0,64.0
Dopamine D1 receptor,670.0,708.0,6.0,295.0,142.0,688.0,212.0,974.0,875.0,326.0,736.0
Estrogen receptor alpha,979.0,931.0,633.0,584.0,62.0,681.0,993.0,597.0,885.0,204.0,557.0
Retinoid X receptor alpha,764.0,461.0,953.0,521.0,523.0,382.0,978.0,29.0,134.0,886.0,904.0
Ceramide glucosyltransferase,344.0,707.0,99.0,952.0,814.0,851.0,31.0,992.0,565.0,70.0,210.0
Ephrin type-A receptor 2,178.0,211.0,277.0,257.0,455.0,618.0,735.0,342.0,884.0,654.0,965.0
Thromboxane A2 receptor,963.0,863.0,998.0,216.0,505.0,151.0,890.0,191.0,41.0,135.0,72.0
Sodium channel protein type IV alpha subunit,888.0,179.0,463.0,230.0,60.0,472.0,854.0,574.0,771.0,404.0,60.0
Tyrosine-protein kinase YES,324.0,115.0,165.0,135.0,685.0,110.0,134.0,604.0,230.0,805.0,418.0
Progesterone receptor,801.0,878.0,131.0,479.0,423.0,922.0,899.0,639.0,772.0,555.0,628.0
Fatty acid binding protein adipocyte,241.0,43.0,151.0,976.0,212.0,118.0,294.0,864.0,914.0,246.0,994.0
Macrophage migration inhibitory factor,52.0,176.0,637.0,786.0,412.0,830.0,235.0,846.0,388.0,401.0,461.0
Trypsin I,55.0,803.0,769.0,104.0,795.0,906.0,432.0,11.0,715.0,894.0,256.0
Beta-2 adrenergic receptor,373.0,749.0,53.0,345.0,668.0,396.0,82.0,568.0,168.0,758.0,666.0
C-X-C chemokine receptor type 4,459.0,457.0,563.0,254.0,517.0,150.0,456.0,71.0,670.0,748.0,208.0
Cyclin T1,602.0,352.0,903.0,991.0,446.0,907.0,962.0,942.0,373.0,303.0,946.0
Muscarinic acetylcholine receptor M2,704.0,567.0,959.0,377.0,729.0,132.0,94.0,847.0,51.0,233.0,249.0
Beta-1 adrenergic receptor,495.0,642.0,0.0,436.0,496.0,459.0,29.0,552.0,842.0,38.0,489.0
Serotonin 1a (5-HT1a) receptor,282.0,320.0,976.0,840.0,288.0,431.0,982.0,279.0,454.0,924.0,418.0
Kynurenine 3-monooxygenase,693.0,883.0,105.0,5.0,929.0,318.0,177.0,32.0,657.0,854.0,20.0
"Glutaminase kidney isoform, mitochondrial",124.0,580.0,318.0,783.0,413.0,591.0,7.0,985.0,211.0,162.0,435.0
Serine/threonine-protein kinase PIM1,266.0,281.0,968.0,688.0,76.0,791.0,690.0,308.0,878.0,633.0,54.0
Tyrosine-protein kinase JAK3,890.0,758.0,553.0,828.0,940.0,683.0,401.0,624.0,240.0,170.0,807.0
Arachidonate 5-lipoxygenase,747.0,217.0,780.0,253.0,73.0,612.0,829.0,341.0,499.0,381.0,888.0
ATPase family AAA domain-containing protein 2,611.0,516.0,206.0,659.0,260.0,926.0,975.0,621.0,673.0,814.0,979.0
Muscarinic acetylcholine receptor M1,207.0,245.0,709.0,905.0,198.0,562.0,576.0,801.0,749.0,398.0,944.0
Tyrosyl-DNA phosphodiesterase 2,171.0,940.0,411.0,935.0,287.0,757.0,520.0,450.0,321.0,463.0,765.0
Dopamine D2 receptor,103.0,445.0,826.0,371.0,725.0,93.0,403.0,217.0,113.0,884.0,50.0
Beta-glucocerebrosidase,74.0,282.0,743.0,591.0,991.0,185.0,332.0,77.0,177.0,800.0,873.0
Cannabinoid CB1 receptor,905.0,228.0,99.0,0.0,486.0,83.0,470.0,400.0,619.0,449.0,5.0
Serine/threonine-protein kinase Aurora-B,897.0,585.0,648.0,206.0,538.0,511.0,766.0,455.0,266.0,565.0,220.0
Histone-lysine N-methyltransferase EZH2,444.0,77.0,647.0,766.0,425.0,274.0,400.0,602.0,723.0,613.0,789.0
Dopamine D4 receptor,898.0,613.0,448.0,412.0,657.0,277.0,311.0,781.0,195.0,135.0,688.0
Acetylcholinesterase,226.0,920.0,607.0,281.0,322.0,578.0,949.0,22.0,452.0,908.0,349.0
Motilin receptor,123.0,846.0,831.0,989.0,190.0,992.0,686.0,351.0,983.0,486.0,659.0
MAP kinase-activated protein kinase 2,701.0,261.0,166.0,83.0,797.0,182.0,224.0,747.0,525.0,74.0,152.0
Cyclooxygenase-1,900.0,169.0,72.0,138.0,512.0,72.0,188.0,547.0,840.0,454.0,189.0
Norepinephrine transporter,390.0,509.0,127.0,958.0,141.0,937.0,280.0,945.0,842.0,439.0,961.0
Alpha-1d adrenergic receptor,543.0,814.0,252.0,462.0,189.0,873.0,621.0,944.0,431.0,229.0,485.0
Serotonin 2a (5-HT2a) receptor,169.0,685.0,323.0,65.0,307.0,845.0,151.0,571.0,542.0,712.0,505.0
Anandamide amidohydrolase,207.0,328.0,650.0,842.0,824.0,200.0,364.0,581.0,90.0,615.0,602.0
Aldehyde reductase,912.0,915.0,975.0,274.0,470.0,240.0,953.0,42.0,77.0,875.0,267.0
Serotonin 2c (5-HT2c) receptor,350.0,957.0,607.0,675.0,395.0,976.0,921.0,50.0,832.0,595.0,558.0
Tyrosine-protein kinase BLK,962.0,662.0,651.0,756.0,177.0,652.0,992.0,481.0,870.0,478.0,948.0
Dipeptidyl peptidase I,534.0,25.0,436.0,630.0,435.0,85.0,286.0,822.0,509.0,73.0,457.0
Adenosine A1 receptor,626.0,201.0,549.0,41.0,935.0,299.0,236.0,252.0,101.0,445.0,178.0
Acyl coenzyme A:cholesterol acyltransferase,597.0,137.0,213.0,104.0,802.0,21.0,149.0,433.0,237.0,655.0,124.0
Type-1 angiotensin II receptor,65.0,633.0,275.0,802.0,609.0,907.0,249.0,656.0,583.0,582.0,820.0
Sphingosine 1-phosphate receptor Edg-8,828.0,207.0,308.0,881.0,192.0,108.0,187.0,910.0,828.0,374.0,275.0
c-Jun N-terminal kinase 1,426.0,789.0,441.0,815.0,631.0,954.0,181.0,812.0,599.0,154.0,314.0
Serotonin transporter,276.0,459.0,777.0,126.0,788.0,216.0,373.0,373.0,286.0,679.0,177.0
ADAMTS5,579.0,130.0,71.0,450.0,518.0,351.0,767.0,332.0,782.0,530.0,948.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,319.0,763.0,909.0,168.0,619.0,548.0,411.0,228.0,199.0,688.0,152.0
Alpha-1a adrenergic receptor,832.0,839.0,410.0,342.0,444.0,726.0,561.0,525.0,426.0,421.0,398.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,452.0,575.0,110.0,323.0,354.0,34.0,75.0,421.0,784.0,496.0,241.0
Cyclooxygenase-2,782.0,911.0,348.0,227.0,124.0,373.0,961.0,527.0,486.0,426.0,659.0
Voltage-gated potassium channel subunit Kv1.1,476.0,292.0,948.0,895.0,290.0,776.0,688.0,511.0,561.0,450.0,317.0
Histamine H1 receptor,845.0,245.0,19.0,663.0,159.0,947.0,461.0,971.0,910.0,126.0,919.0
ADAMTS4,357.0,268.0,659.0,123.0,748.0,409.0,178.0,377.0,330.0,344.0,146.0
Alpha-1b adrenergic receptor,124.0,260.0,551.0,129.0,962.0,21.0,35.0,119.0,43.0,922.0,359.0
Potassium channel subfamily K member 3,657.0,523.0,798.0,660.0,113.0,651.0,1000.0,140.0,797.0,749.0,953.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",803.0,627.0,909.0,736.0,778.0,226.0,155.0,532.0,30.0,687.0,284.0
Carbonic anhydrase VII,479.0,588.0,971.0,656.0,346.0,484.0,942.0,285.0,118.0,931.0,349.0
Neurokinin 2 receptor,475.0,482.0,873.0,64.0,731.0,801.0,934.0,48.0,369.0,874.0,720.0
Mu opioid receptor,520.0,275.0,530.0,641.0,300.0,609.0,277.0,351.0,713.0,63.0,838.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",457.0,732.0,47.0,893.0,483.0,347.0,71.0,897.0,387.0,435.0,686.0
Caspase-3,485.0,710.0,705.0,926.0,689.0,920.0,956.0,556.0,616.0,299.0,438.0
Lysosomal Pro-X carboxypeptidase,274.0,315.0,227.0,664.0,526.0,346.0,216.0,803.0,807.0,112.0,512.0
Glycine transporter 1,374.0,65.0,989.0,207.0,706.0,39.0,311.0,43.0,284.0,979.0,47.0
Dopamine D3 receptor,498.0,586.0,30.0,483.0,239.0,943.0,981.0,881.0,869.0,370.0,994.0
Serine/threonine-protein kinase Sgk1,649.0,618.0,529.0,182.0,766.0,231.0,35.0,869.0,12.0,601.0,124.0
Ribosomal protein S6 kinase alpha 3,867.0,862.0,280.0,358.0,604.0,607.0,621.0,105.0,827.0,378.0,559.0
Peroxisome proliferator-activated receptor gamma,177.0,196.0,747.0,276.0,668.0,377.0,102.0,372.0,828.0,791.0,21.0
Delta opioid receptor,44.0,813.0,424.0,863.0,66.0,972.0,831.0,825.0,963.0,325.0,804.0
Hypoxanthine-guanine phosphoribosyltransferase,607.0,944.0,403.0,98.0,807.0,249.0,238.0,161.0,73.0,811.0,285.0
Kappa opioid receptor,671.0,277.0,402.0,774.0,569.0,307.0,652.0,330.0,760.0,448.0,367.0
C5a anaphylatoxin chemotactic receptor,209.0,522.0,768.0,400.0,840.0,302.0,27.0,758.0,5.0,654.0,214.0
Dual specificity phosphatase Cdc25C,815.0,249.0,722.0,163.0,377.0,395.0,752.0,453.0,113.0,184.0,237.0
Dopamine transporter,828.0,15.0,654.0,705.0,404.0,22.0,382.0,573.0,776.0,230.0,139.0
Peroxisome proliferator-activated receptor alpha,329.0,906.0,418.0,240.0,510.0,806.0,61.0,686.0,236.0,382.0,512.0
HERG,368.0,382.0,417.0,86.0,29.0,412.0,970.0,126.0,735.0,957.0,736.0
Epoxide hydratase,55.0,880.0,108.0,842.0,795.0,935.0,401.0,835.0,507.0,406.0,915.0
Phosphodiesterase 3A,113.0,767.0,732.0,791.0,812.0,611.0,83.0,553.0,608.0,151.0,250.0
C-C chemokine receptor type 1,775.0,32.0,874.0,956.0,426.0,25.0,277.0,710.0,342.0,232.0,75.0
